Id,yymmdd_in,yymmdd_out,decy_in,decy_out,hhmm_in,hhmm_out,Lat_in,Lat_out,Long_in,Long_out,QF,Depth,pres,temp,salt,lt1,lt2,lt3,dark,t0,pp,Chl,Temp,Sal,O2,NO3,PO4,POC,PON,POP,TOC,TN,TDP,Bact
1000308101,19881218,19881218,1988.965,,,,31.669,,64.049,,2,5.0,,,,7.21,6.59,,0.75,1.26,6.15,0.095,21.45,,204.4,0.0,0.0,25.35,3.28,,,,,
1000308102,19881218,19881218,1988.965,,,,31.669,,64.049,,2,25.0,,,,6.0,,,,1.97,,0.089,21.45,,204.0,0.0,0.0,23.62,3.42,,,,,
1000308103,19881218,19881218,1988.965,,,,31.669,,64.049,,2,50.0,,,,3.62,2.69,3.19,1.02,1.57,2.15,0.093,21.799,,203.2,0.0,0.0,21.79,3.33,,,,,
1000308104,19881218,19881218,1988.965,,,,31.669,,64.049,,2,75.0,,,,2.21,1.4,1.55,1.43,1.47,0.29,0.122,21.57,,203.2,0.06,0.0,32.69,4.02,,,,,
1000308105,19881218,19881218,1988.965,,,,31.669,,64.049,,2,100.0,,,,1.15,1.78,8.48,0.95,1.46,2.85,0.11,19.736,,194.5,0.23,0.03,15.15,1.94,,,,,
1000308106,19881218,19881218,1988.965,,,,31.669,,64.049,,2,120.0,,,,1.29,0.75,1.47,1.01,2.08,0.16,0.045,19.44,,190.7,0.58,0.0,21.82,2.08,,,,,
1000408101,19890127,19890127,1989.074,,,,31.695,,64.252,,2,18.0,,,,3.77,3.75,4.36,0.18,0.19,3.78,0.097,20.853,,217.6,0.07,0.0,19.74,3.46,,,,,
1000408102,19890127,19890127,1989.074,,,,31.695,,64.252,,2,41.0,,,,3.66,3.55,3.92,0.21,0.21,3.5,0.091,20.784,,229.5,0.06,0.04,15.66,2.49,,,,,
1000408103,19890127,19890127,1989.074,,,,31.695,,64.252,,2,62.0,,,,2.17,2.33,2.05,0.16,0.09,2.02,0.095,20.885,,231.6,0.12,0.03,14.21,2.25,,,,,
1000408104,19890127,19890127,1989.074,,,,31.695,,64.252,,2,81.0,,,,0.93,0.92,1.02,0.19,0.09,0.77,0.088,20.772,,226.5,0.07,0.03,14.56,2.6,,,,,
1000408105,19890127,19890127,1989.074,,,,31.695,,64.252,,2,102.0,,,,0.79,0.64,0.67,0.21,0.1,0.49,0.088,20.768,,224.8,0.21,0.06,13.0,2.09,,,,,
1000508101,19890219,19890219,1989.137,,,,31.65,,64.522,,2,2.0,,,,,29.67,27.81,0.44,0.18,28.3,0.203,19.879,,232.4,0.18,0.05,55.2,8.08,,,,,
1000508102,19890219,19890219,1989.137,,,,31.65,,64.522,,2,20.0,,,,6.39,7.05,12.02,0.38,0.22,8.11,0.231,19.438,,236.2,0.3,0.03,58.97,9.56,,,,,
1000508103,19890219,19890219,1989.137,,,,31.65,,64.522,,2,30.0,,,,24.23,25.33,25.31,0.39,0.24,24.57,0.437,19.421,,232.4,0.38,0.0,44.65,6.75,,,,,
1000508104,19890219,19890219,1989.137,,,,31.65,,64.522,,2,47.0,,,,,2.06,2.21,0.29,0.21,1.84,0.592,19.416,,229.8,0.62,0.0,31.76,5.84,,,,,
1000508105,19890219,19890219,1989.137,,,,31.65,,64.522,,2,75.0,,,,0.83,0.86,0.91,,0.24,,0.171,19.399,,227.7,0.89,0.03,24.61,3.7,,,,,
1000508106,19890219,19890219,1989.137,,,,31.65,,64.522,,2,100.0,,,,0.36,0.38,0.32,0.23,0.22,0.12,0.138,19.382,,228.6,0.85,0.0,11.93,2.2,,,,,
1000608101,19890326,19890326,1989.233,,,,31.135,,64.751,,2,4.0,,,,4.11,4.47,4.56,0.36,0.3,4.02,0.051,20.805,,233.4,0.18,0.0,24.2,3.72,,,,,2.8
1000608102,19890326,19890326,1989.233,,,,31.135,,64.751,,2,15.0,,,,3.17,3.02,3.42,0.35,0.32,2.85,0.057,20.931,,232.5,0.14,0.0,26.38,3.48,,,,,3.2
1000608103,19890326,19890326,1989.233,,,,31.135,,64.751,,2,25.0,,,,4.17,4.28,4.34,0.46,0.29,3.8,0.057,20.582,,234.2,0.27,0.0,26.76,3.99,,,,,3.1
1000608104,19890326,19890326,1989.233,,,,31.135,,64.751,,2,35.0,,,,4.38,3.56,3.87,0.4,0.37,3.54,0.058,20.449,,234.6,0.2,0.0,21.15,3.38,,,,,3.3
1000608105,19890326,19890326,1989.233,,,,31.135,,64.751,,2,53.0,,,,3.42,3.15,3.51,0.4,0.33,2.96,0.095,20.36,,232.4,0.15,0.0,19.78,2.82,,,,,3.5
1000608106,19890326,19890326,1989.233,,,,31.135,,64.751,,2,70.0,,,,0.86,0.86,0.8,0.44,0.35,0.4,0.183,19.801,,233.7,0.0,0.0,20.95,3.7,,,,,4.0
1000708101,19890417,19890417,1989.293,,,,31.587,,64.213,,2,5.0,,,,4.08,3.91,3.89,0.39,0.24,3.57,0.065,20.961,,233.4,0.0,0.0,21.96,3.61,,,,,2.4
1000708102,19890417,19890417,1989.293,,,,31.587,,64.213,,2,17.0,,,,4.07,3.88,3.76,0.4,0.22,3.5,0.066,20.976,,232.1,0.0,0.0,18.2,3.17,,,,,2.5
1000708103,19890417,19890417,1989.293,,,,31.587,,64.213,,2,32.0,,,,2.69,2.85,3.09,0.39,0.34,2.49,0.075,20.744,,232.1,0.0,0.0,26.39,4.16,,,,,3.3
1000708104,19890417,19890417,1989.293,,,,31.587,,64.213,,2,50.0,,,,2.75,3.04,3.04,0.49,0.35,2.45,0.109,20.3,,239.7,0.0,0.0,19.48,3.4,,,,,2.9
1000708105,19890417,19890417,1989.293,,,,31.587,,64.213,,2,64.0,,,,2.43,2.58,2.49,0.36,0.23,2.14,0.199,19.677,,240.1,0.0,0.0,21.15,3.86,,,,,3.0
1000708106,19890417,19890417,1989.293,,,,31.587,,64.213,,2,75.0,,,,3.57,3.6,3.43,0.37,0.28,3.16,0.199,19.514,,230.7,0.05,0.0,24.51,5.23,,,,,3.0
1000808101,19890516,19890516,1989.373,,,,31.963,,64.033,,2,3.0,,,,,2.46,4.13,0.88,0.47,2.42,0.038,22.533,,218.6,0.06,0.0,38.31,4.37,,,,,3.1
1000808102,19890516,19890516,1989.373,,,,31.963,,64.033,,2,14.0,,,,3.63,4.54,4.01,2.34,0.8,1.72,0.039,21.655,,221.5,0.08,0.0,53.34,6.71,,,,,3.6
1000808103,19890516,19890516,1989.373,,,,31.963,,64.033,,2,25.0,,,,1.6,1.4,1.73,0.72,0.42,0.86,0.045,21.035,,225.3,0.0,0.0,33.97,4.15,,,,,3.9
1000808104,19890516,19890516,1989.373,,,,31.963,,64.033,,2,39.0,,,,3.04,4.07,2.86,1.15,0.26,2.17,0.061,20.699,,232.1,0.06,0.0,27.35,4.26,,,,,4.1
1000808105,19890516,19890516,1989.373,,,,31.963,,64.033,,2,67.0,,,,2.68,2.69,,0.86,1.17,1.83,0.16,19.521,,225.2,0.05,0.0,36.52,5.06,,,,,3.6
1000808106,19890516,19890516,1989.373,,,,31.963,,64.033,,2,97.0,,,,0.81,1.32,1.0,0.37,0.42,0.67,0.18,19.204,,217.1,0.86,0.0,22.37,4.39,,,,,1.8
1000908101,19890622,19890622,1989.475,,,,31.797,,64.084,,2,3.0,,,,3.37,4.82,4.48,,0.29,,0.029,26.099,,207.5,0.0,0.0,18.06,2.93,,,,,2.7
1000908102,19890622,19890622,1989.475,,,,31.797,,64.084,,2,16.0,,,,4.24,5.04,5.22,0.45,0.26,4.38,0.031,24.266,,215.4,0.0,0.0,25.26,3.64,,,,,3.0
1000908103,19890622,19890622,1989.475,,,,31.797,,64.084,,2,24.0,,,,5.18,4.17,4.78,0.44,0.25,4.27,0.032,22.597,,226.7,0.0,0.0,21.22,3.15,,,,,4.4
1000908104,19890622,19890622,1989.475,,,,31.797,,64.084,,2,39.0,,,,3.39,2.21,1.8,0.61,0.29,1.86,0.05,21.209,,230.9,0.0,0.0,22.16,3.46,,,,,4.8
1000908105,19890622,19890622,1989.475,,,,31.797,,64.084,,2,53.0,,,,5.1,4.54,5.27,,0.28,,0.069,20.655,,232.9,0.0,0.0,27.95,4.34,,,,,5.2
1000908106,19890622,19890622,1989.475,,,,31.797,,64.084,,2,66.0,,,,4.22,4.27,4.34,0.36,0.37,3.92,0.091,20.062,,234.6,0.0,0.05,27.88,4.15,,,,,5.1
1001008101,19890720,19890720,1989.551,,,,31.9,,64.225,,2,1.0,,,,4.32,4.76,4.51,0.47,0.3,4.06,0.033,27.084,,200.8,0.0,0.0,11.63,1.46,,,,,3.5
1001008102,19890720,19890720,1989.551,,,,31.9,,64.225,,2,20.0,,,,4.97,4.58,4.77,0.47,0.3,4.3,0.037,26.79,,200.8,0.0,0.0,19.83,2.56,,,,,5.5
1001008103,19890720,19890720,1989.551,,,,31.9,,64.225,,2,40.0,,,,3.73,4.6,4.33,0.46,0.3,3.76,0.037,22.67,,222.4,0.0,0.0,22.03,2.74,,,,,5.5
1001008104,19890720,19890720,1989.551,,,,31.9,,64.225,,2,60.0,,,,4.32,4.01,4.07,0.38,0.22,3.75,0.092,21.244,,223.6,0.0,0.0,24.71,3.78,,,,,4.0
1001008105,19890720,19890720,1989.551,,,,31.9,,64.225,,2,80.0,,,,4.0,4.0,,0.39,0.19,3.61,0.092,20.371,,215.0,0.53,0.0,20.86,2.52,,,,,4.0
1001008106,19890720,19890720,1989.551,,,,31.9,,64.225,,2,100.0,,,,,3.68,,0.33,,3.35,0.245,19.788,,205.2,0.08,0.0,21.6,3.75,,,,,3.4
1001108101,19890816,19890816,1989.625,,,,31.5,,64.1,,2,1.0,,,,2.58,3.54,3.18,0.35,0.21,2.75,0.033,26.281,,204.5,0.0,0.0,23.84,3.6,,,,,3.6
1001108102,19890816,19890816,1989.625,,,,31.5,,64.1,,2,20.0,,,,6.1,5.63,5.1,0.22,,5.39,0.042,26.116,,205.4,0.0,0.0,32.14,4.52,,,,,3.4
1001108103,19890816,19890816,1989.625,,,,31.5,,64.1,,2,40.0,,,,,3.15,,0.32,0.23,2.83,0.053,24.367,,219.6,0.0,0.0,29.62,4.09,,,,,4.3
1001108104,19890816,19890816,1989.625,,,,31.5,,64.1,,2,60.0,,,,,2.97,2.57,0.36,,2.41,0.079,21.567,,243.7,0.0,0.0,24.05,3.63,,,,,6.3
1001108105,19890816,19890816,1989.625,,,,31.5,,64.1,,2,80.0,,,,1.17,1.12,1.28,0.32,0.21,0.87,0.094,20.515,,228.7,0.0,0.0,42.95,5.9,,,,,5.1
1001108106,19890816,19890816,1989.625,,,,31.5,,64.1,,2,100.0,,,,,0.63,0.73,0.3,,0.38,0.235,19.559,,215.4,0.71,0.0,23.08,4.18,,,,,2.4
1001108107,19890816,19890816,1989.625,,,,31.5,,64.1,,2,120.0,,,,1.43,1.15,1.02,0.31,0.17,0.89,0.134,19.201,,209.0,0.99,0.0,14.12,2.4,,,,,2.1
1001108108,19890816,19890816,1989.625,,,,31.5,,64.1,,2,140.0,,,,0.42,0.43,0.38,0.2,,0.21,0.035,18.993,,211.1,2.32,0.03,7.38,1.26,,,,,1.1
1001308101,19891020,19891020,1989.803,,,,31.883,,64.18,,2,1.0,,,,5.47,4.97,5.06,0.71,0.4,4.46,0.122,26.181,,205.3,0.42,0.04,18.75,2.63,,,,,4.5
1001308102,19891020,19891020,1989.803,,,,31.883,,64.18,,2,20.0,,,,4.88,4.79,4.51,0.64,0.29,4.09,0.057,25.835,,201.0,0.06,0.0,29.61,2.91,,,,,4.1
1001308103,19891020,19891020,1989.803,,,,31.883,,64.18,,2,40.0,,,,2.55,2.57,3.1,1.62,0.33,1.12,0.083,25.729,,202.3,0.1,0.0,29.07,2.57,,,,,4.3
1001308104,19891020,19891020,1989.803,,,,31.883,,64.18,,2,60.0,,,,2.11,2.93,2.6,0.71,0.45,1.84,0.083,23.573,,215.7,1.2,0.0,20.7,2.97,,,,,4.3
1001308105,19891020,19891020,1989.803,,,,31.883,,64.18,,2,80.0,,,,2.06,1.39,1.76,0.77,0.38,0.97,0.233,21.84,,212.6,0.35,0.0,20.47,3.26,,,,,5.3
1001308106,19891020,19891020,1989.803,,,,31.883,,64.18,,2,100.0,,,,0.97,0.99,1.04,0.6,0.39,0.4,0.248,20.611,,223.1,0.0,0.0,13.03,2.26,,,,,3.1
1001308107,19891020,19891020,1989.803,,,,31.883,,64.18,,2,120.0,,,,0.72,0.72,0.68,0.58,0.25,0.13,0.185,19.963,,209.5,0.16,0.0,8.77,1.68,,,,,2.7
1001308108,19891020,19891020,1989.803,,,,31.883,,64.18,,2,140.0,,,,0.6,0.46,0.43,0.42,0.41,0.08,0.086,19.573,,201.4,1.59,0.05,10.61,1.45,,,,,2.5
1001408101,19891120,19891120,1989.888,,,,31.833,,64.167,,2,1.0,,,,,4.8,,0.52,0.23,4.28,,3.935,,255.9,18.3,1.21,,,,,,,0.1
1001408102,19891120,19891120,1989.888,,,,31.833,,64.167,,2,20.0,,,,4.49,4.82,4.61,0.59,0.3,4.05,,3.935,,255.9,18.3,1.21,,,,,,,0.1
1001408103,19891120,19891120,1989.888,,,,31.833,,64.167,,2,40.0,,,,,3.67,3.93,0.61,0.36,3.19,,3.935,,255.9,18.3,1.21,,,,,,,0.1
1001408104,19891120,19891120,1989.888,,,,31.833,,64.167,,2,60.0,,,,,2.45,,0.65,0.47,1.8,,3.935,,255.9,18.3,1.21,,,,,,,0.1
1001408105,19891120,19891120,1989.888,,,,31.833,,64.167,,2,80.0,,,,0.87,0.94,1.05,0.55,0.47,0.4,,3.935,,255.9,18.3,1.21,,,,,,,0.1
1001408106,19891120,19891120,1989.888,,,,31.833,,64.167,,2,100.0,,,,0.84,0.68,0.76,0.51,0.38,0.25,,3.935,,255.9,18.3,1.21,,,,,,,0.1
1001408107,19891120,19891120,1989.888,,,,31.833,,64.167,,2,120.0,,,,0.56,0.61,0.64,0.59,0.49,0.01,,3.935,,255.9,18.3,1.21,,,,,,,0.1
1001408108,19891120,19891120,1989.888,,,,31.833,,64.167,,2,140.0,,,,0.43,0.43,0.44,0.36,0.47,0.07,,3.935,,255.9,18.3,1.21,,,,,,,0.1
1001608101,19900116,19900116,1990.044,,,,31.862,,64.301,,2,1.0,,,,4.29,4.65,4.3,0.53,0.39,3.88,0.079,21.732,,215.5,0.07,0.0,16.61,2.55,,,,,3.0
1001608102,19900116,19900116,1990.044,,,,31.862,,64.301,,2,20.0,,,,4.39,4.71,4.91,0.4,0.43,4.27,0.075,21.727,,215.1,0.0,0.0,16.7,2.62,,,,,3.0
1001608103,19900116,19900116,1990.044,,,,31.862,,64.301,,2,40.0,,,,4.15,4.14,4.26,0.62,0.26,3.56,0.08,21.731,,214.2,0.0,0.0,17.85,2.77,,,,,2.6
1001608104,19900116,19900116,1990.044,,,,31.862,,64.301,,2,60.0,,,,2.22,2.6,2.42,0.5,0.32,1.91,0.078,21.795,,215.5,0.0,0.0,16.95,2.95,,,,,3.3
1001608105,19900116,19900116,1990.044,,,,31.862,,64.301,,2,80.0,,,,1.21,1.0,1.49,0.5,0.4,0.73,0.109,21.552,,213.3,0.1,0.0,13.3,2.52,,,,,3.3
1001608106,19900116,19900116,1990.044,,,,31.862,,64.301,,2,100.0,,,,0.95,0.84,0.85,0.83,0.34,0.05,0.118,21.081,,212.5,0.0,0.0,14.32,2.79,,,,,1.6
1001608107,19900116,19900116,1990.044,,,,31.862,,64.301,,2,120.0,,,,0.67,0.76,0.76,0.46,0.23,0.27,0.104,20.836,,213.3,0.14,0.0,12.4,2.61,,,,,2.8
1001608108,19900116,19900116,1990.044,,,,31.862,,64.301,,2,140.0,,,,0.46,0.55,0.53,0.4,0.3,0.11,0.066,19.556,,203.5,0.75,0.0,9.73,1.78,,,,,1.0
1001708201,19900216,19900216,1990.129,,,,31.75,,64.167,,2,1.0,,,,6.25,5.11,5.22,0.64,0.27,4.89,0.095,21.07,,221.4,0.0,0.0,17.78,3.26,,,,,2.7
1001708202,19900216,19900216,1990.129,,,,31.75,,64.167,,2,20.0,,,,7.94,8.14,7.73,0.62,0.29,7.32,0.1,21.07,,220.1,0.05,0.0,17.6,3.04,,,,,2.7
1001708203,19900216,19900216,1990.129,,,,31.75,,64.167,,2,40.0,,,,7.05,7.26,7.33,0.61,0.3,6.6,0.115,21.07,,220.2,0.06,0.0,15.93,2.83,,,,,2.8
1001708204,19900216,19900216,1990.129,,,,31.75,,64.167,,2,60.0,,,,5.15,5.32,4.99,0.56,0.34,4.59,0.129,21.04,,219.3,0.37,0.0,14.13,2.57,,,,,3.3
1001708205,19900216,19900216,1990.129,,,,31.75,,64.167,,2,80.0,,,,2.82,2.85,3.04,0.46,0.34,2.44,0.127,21.04,,219.3,0.08,0.0,15.01,2.45,,,,,2.7
1001708206,19900216,19900216,1990.129,,,,31.75,,64.167,,2,100.0,,,,1.7,1.47,1.37,0.4,0.28,1.11,0.136,21.07,,216.7,0.09,0.0,14.63,1.87,,,,,3.8
1001708207,19900216,19900216,1990.129,,,,31.75,,64.167,,2,120.0,,,,0.76,0.92,0.93,0.42,0.3,0.45,0.136,21.05,,216.3,0.11,0.0,16.31,2.77,,,,,2.7
1001708208,19900216,19900216,1990.129,,,,31.75,,64.167,,2,140.0,,,,0.53,0.57,0.52,0.58,0.25,-0.04,0.112,21.03,,217.6,0.0,0.0,14.91,2.57,,,,,3.3
2001708101,19900222,19900222,1990.146,,,,31.833,,64.25,,2,1.0,,,,2.5,2.43,,,,,0.118,20.839,,224.4,0.11,0.0,26.91,3.54,,,,,
2001708102,19900222,19900222,1990.146,,,,31.833,,64.25,,2,20.0,,,,3.1,3.33,,,,,0.116,20.839,,218.8,0.26,0.0,24.14,3.23,,,,,
2001708103,19900222,19900222,1990.146,,,,31.833,,64.25,,2,40.0,,,,2.83,2.79,,,,,0.13,20.839,,219.3,0.05,0.0,26.75,3.41,,,,,
2001708104,19900222,19900222,1990.146,,,,31.833,,64.25,,2,60.0,,,,2.12,2.07,,,,,0.117,20.829,,221.4,0.05,0.0,39.56,3.54,,,,,
2001708105,19900222,19900222,1990.146,,,,31.833,,64.25,,2,80.0,,,,1.16,1.36,,,,,0.127,20.809,,225.1,0.0,0.0,28.76,3.54,,,,,
2001708106,19900222,19900222,1990.146,,,,31.833,,64.25,,2,100.0,,,,0.64,0.75,,,,,0.141,20.809,,221.0,0.0,0.0,21.39,2.91,,,,,
2001708107,19900222,19900222,1990.146,,,,31.833,,64.25,,2,120.0,,,,0.61,0.58,,,,,0.133,20.789,,221.4,0.0,0.0,16.77,2.98,,,,,
2001708108,19900222,19900222,1990.146,,,,31.833,,64.25,,2,140.0,,,,0.7,0.6,,,,,0.137,20.789,,221.8,0.08,0.0,22.33,3.6,,,,,
1001808101,19900313,19900313,1990.198,,,,31.849,,64.102,,2,1.0,,,,8.85,8.01,7.31,0.68,0.33,7.38,0.104,20.367,,220.9,0.0,0.0,18.01,2.53,,,,,3.8
1001808102,19900313,19900313,1990.198,,,,31.849,,64.102,,2,20.0,,,,8.57,8.96,9.36,0.36,0.48,8.6,0.103,20.338,,221.8,0.0,0.0,19.66,3.06,,,,,4.3
1001808103,19900313,19900313,1990.198,,,,31.849,,64.102,,2,40.0,,,,7.48,8.67,8.1,0.63,0.32,7.45,0.186,20.152,,221.8,0.52,0.0,18.53,3.08,,,,,3.1
1001808104,19900313,19900313,1990.198,,,,31.849,,64.102,,2,60.0,,,,4.43,4.84,4.17,0.53,0.4,3.95,0.164,20.14,,220.5,0.0,0.0,17.01,3.0,,,,,3.5
1001808105,19900313,19900313,1990.198,,,,31.849,,64.102,,2,80.0,,,,1.53,1.63,1.74,0.68,0.4,0.95,0.242,20.069,,218.4,0.07,0.0,15.88,3.28,,,,,3.9
1001808106,19900313,19900313,1990.198,,,,31.849,,64.102,,2,100.0,,,,0.88,0.9,1.06,0.61,0.37,0.34,0.212,20.031,,219.2,0.1,0.0,13.33,2.98,,,,,4.3
1001808107,19900313,19900313,1990.198,,,,31.849,,64.102,,2,120.0,,,,0.56,0.79,0.64,0.5,0.51,0.16,0.057,19.316,,205.6,1.32,0.0,9.66,1.34,,,,,1.6
1001808108,19900313,19900313,1990.198,,,,31.849,,64.102,,2,140.0,,,,0.44,0.74,0.57,0.39,0.35,0.19,0.057,18.925,,204.3,2.06,0.0,6.06,1.06,,,,,1.6
1001908101,19900417,19900417,1990.294,,,,31.828,,64.291,,2,1.0,,,,14.06,14.09,,0.89,0.34,13.18,0.085,21.891,,224.9,0.04,0.0,47.83,5.71,,,,,5.5
1001908102,19900417,19900417,1990.294,,,,31.828,,64.291,,2,20.0,,,,12.5,15.52,17.0,0.98,0.24,14.03,0.086,21.696,,224.9,0.05,0.0,43.84,6.34,,,,,5.4
1001908103,19900417,19900417,1990.294,,,,31.828,,64.291,,2,40.0,,,,11.07,10.7,9.22,0.64,0.41,9.69,0.205,21.51,,223.6,0.06,0.0,34.32,5.51,,,,,6.1
1001908104,19900417,19900417,1990.294,,,,31.828,,64.291,,2,60.0,,,,4.74,3.98,4.6,0.97,0.34,3.47,0.34,21.172,,222.7,0.0,0.0,34.21,5.92,,,,,5.4
1001908105,19900417,19900417,1990.294,,,,31.828,,64.291,,2,80.0,,,,1.31,1.36,1.49,1.09,0.41,0.3,0.218,20.877,,220.2,0.25,0.0,24.71,4.62,,,,,4.8
1001908106,19900417,19900417,1990.294,,,,31.828,,64.291,,2,100.0,,,,0.75,0.8,0.85,0.46,0.27,0.34,0.052,19.707,,205.2,2.13,0.07,10.85,1.9,,,,,2.5
1001908107,19900417,19900417,1990.294,,,,31.828,,64.291,,2,120.0,,,,0.52,0.67,0.49,0.48,0.24,0.08,0.052,19.992,,205.2,2.13,0.07,10.85,1.9,,,,,2.5
1001908108,19900417,19900417,1990.294,,,,31.828,,64.291,,2,140.0,,,,0.42,0.46,0.42,0.36,0.29,0.07,0.035,19.115,,226.4,0.99,0.0,8.64,1.71,,,,,1.6
1002008101,19900509,19900509,1990.354,,,,31.848,,64.297,,2,1.0,,,,4.94,6.14,5.12,0.77,0.25,4.63,0.033,21.89,,222.3,0.05,0.0,20.13,3.2,,,,,3.4
1002008102,19900509,19900509,1990.354,,,,31.848,,64.297,,2,20.0,,,,5.5,5.67,5.47,0.81,0.28,4.74,0.033,21.19,,221.8,0.05,0.0,18.97,2.9,,,,,3.5
1002008103,19900509,19900509,1990.354,,,,31.848,,64.297,,2,40.0,,,,5.25,4.61,4.99,0.77,0.28,4.18,0.041,20.682,,225.0,0.06,0.0,23.92,3.98,,,,,3.4
1002008104,19900509,19900509,1990.354,,,,31.848,,64.297,,2,60.0,,,,4.11,3.79,4.17,0.72,0.23,3.3,0.077,20.018,,226.1,0.05,0.0,26.34,4.26,,,,,4.3
1002008105,19900509,19900509,1990.354,,,,31.848,,64.297,,2,80.0,,,,2.67,2.56,2.72,0.79,0.51,1.86,0.12,19.998,,225.6,0.08,0.0,22.24,4.14,,,,,3.8
1002008106,19900509,19900509,1990.354,,,,31.848,,64.297,,2,100.0,,,,1.43,1.94,1.29,0.65,0.27,0.9,0.158,18.899,,207.7,1.58,0.0,16.79,3.42,,,,,3.4
1002008107,19900509,19900509,1990.354,,,,31.848,,64.297,,2,120.0,,,,0.85,0.96,0.94,0.52,0.22,0.4,0.17,18.841,,211.9,1.81,0.0,12.01,2.38,,,,,3.4
1002008108,19900509,19900509,1990.354,,,,31.848,,64.297,,2,140.0,,,,0.65,0.82,0.58,0.41,0.26,0.27,0.057,18.802,,201.3,2.77,0.04,6.48,1.3,,,,,1.1
1002108101,19900622,19900622,1990.475,,,,31.893,,64.193,,2,1.0,,,,6.81,6.44,6.52,1.0,0.33,5.59,0.024,25.067,,209.9,0.05,0.0,26.4,5.12,,,,,2.9
1002108102,19900622,19900622,1990.475,,,,31.893,,64.193,,2,20.0,,,,5.5,5.92,6.38,0.77,0.32,5.16,0.024,23.404,,212.7,0.08,0.0,38.66,6.11,,,,,2.7
1002108103,19900622,19900622,1990.475,,,,31.893,,64.193,,2,40.0,,,,4.65,4.54,4.88,0.77,0.32,3.92,0.043,21.809,,222.8,0.05,0.0,31.0,4.86,,,,,3.8
1002108104,19900622,19900622,1990.475,,,,31.893,,64.193,,2,60.0,,,,2.91,3.32,3.45,0.69,0.27,2.54,0.085,20.56,,227.8,0.05,0.0,33.79,5.48,,,,,2.9
1002108105,19900622,19900622,1990.475,,,,31.893,,64.193,,2,80.0,,,,2.03,2.06,2.11,0.61,0.28,1.46,0.109,19.941,,226.5,0.05,0.0,24.41,4.98,,,,,3.6
1002108106,19900622,19900622,1990.475,,,,31.893,,64.193,,2,100.0,,,,1.18,1.21,1.11,0.79,0.31,0.38,0.216,19.447,,220.9,0.11,0.0,35.58,5.6,,,,,2.9
1002108107,19900622,19900622,1990.475,,,,31.893,,64.193,,2,120.0,,,,0.8,0.69,0.73,0.62,0.29,0.12,0.146,19.296,,215.4,0.64,0.0,21.3,4.98,,,,,1.9
1002108108,19900622,19900622,1990.475,,,,31.893,,64.193,,2,140.0,,,,0.71,0.65,0.82,0.58,0.31,0.15,0.055,18.915,,211.5,1.82,0.05,9.53,2.49,,,,,1.1
1002208101,19900717,19900717,1990.543,,,,31.862,,64.3,,2,1.0,,,,3.33,3.53,,0.87,0.45,2.56,0.024,27.166,,211.1,0.09,0.04,5.55,0.94,,,,,1.0
1002208102,19900717,19900717,1990.543,,,,31.862,,64.3,,2,20.0,,,,4.55,4.85,4.39,0.73,0.26,3.87,0.034,25.741,,229.8,0.05,0.0,26.55,4.18,,,,,3.6
1002208103,19900717,19900717,1990.543,,,,31.862,,64.3,,2,40.0,,,,3.25,3.57,3.48,0.83,0.51,2.6,0.093,21.882,,226.2,0.05,0.0,29.41,4.73,,,,,4.7
1002208104,19900717,19900717,1990.543,,,,31.862,,64.3,,2,60.0,,,,3.05,3.14,3.11,0.78,0.23,2.32,0.058,21.219,,213.3,0.0,0.0,24.87,4.05,,,,,3.6
1002208105,19900717,19900717,1990.543,,,,31.862,,64.3,,2,80.0,,,,1.76,1.7,1.78,0.66,0.42,1.09,0.054,20.286,,217.1,0.0,0.0,23.06,4.42,,,,,3.3
1002208106,19900717,19900717,1990.543,,,,31.862,,64.3,,2,100.0,,,,1.03,0.98,1.05,0.59,0.45,0.43,0.132,19.506,,215.4,0.33,0.0,19.74,4.17,,,,,2.4
1002208107,19900717,19900717,1990.543,,,,31.862,,64.3,,2,120.0,,,,0.62,0.5,0.49,0.59,0.42,-0.05,0.054,19.128,,209.0,1.28,0.03,16.91,3.61,,,,,2.1
1002208108,19900717,19900717,1990.543,,,,31.862,,64.3,,2,140.0,,,,0.56,0.59,0.62,0.57,0.26,0.02,0.049,18.935,,209.0,2.11,0.08,11.3,2.67,,,,,1.6
1002308101,19900814,19900814,1990.62,,,,31.378,,64.121,,2,1.0,,,,4.22,3.51,,1.2,,2.67,0.02,28.259,,203.1,0.0,0.04,18.9,1.63,,,,,3.9
1002308102,19900814,19900814,1990.62,,,,31.378,,64.121,,2,20.0,,,,4.69,3.13,4.42,0.94,,3.14,0.019,27.368,,205.1,0.0,0.0,19.94,2.25,,,,,2.3
1002308103,19900814,19900814,1990.62,,,,31.378,,64.121,,2,40.0,,,,2.48,,,0.83,,1.65,0.028,24.032,,227.7,0.0,0.0,25.58,2.74,,,,,4.2
1002308104,19900814,19900814,1990.62,,,,31.378,,64.121,,2,60.0,,,,3.23,3.66,3.49,0.72,,2.74,0.041,22.945,,232.7,0.0,0.0,25.43,1.87,,,,,4.4
1002308105,19900814,19900814,1990.62,,,,31.378,,64.121,,2,80.0,,,,1.59,2.45,,0.69,,1.33,0.051,22.229,,227.9,0.0,0.0,22.37,2.24,,,,,6.0
